易飛網,	2734
Year,最高價,日期,最低價,日期,收盤平均價
2013,102.50,12/26,78.10,12/31,88.97
2014,82.20,01/03,32.40,10/27,62.11
2015,44.50,01/28,22.50,12/29,36.61
2016,23.65,01/06,14.50,11/24,19.41
2017,33.45,08/02,12.80,04/07,24.52
