健鼎,	3044
Year,最高價,日期,最低價,日期,收盤平均價
2002,33.20,8/26,20.30,10/08,25.23
2003,38.40,11/14,21.60,4/30,30.72
2004,52.00,4/06,30.80,8/04,42.68
2005,96.50,12/30,41.10,1/24,61.85
2006,127.00,5/10,85.30,8/07,107.20
2007,181.00,7/11,103.50,12/19,135.01
2008,117.50,1/02,25.75,11/25,77.36
2009,113.00,12/31,32.20,2/02,65.10
2010,137.00,12/06,94.20,2/22,114.87
2011,147.50,4/27,64.40,12/20,107.50
2012,99.80,3/30,50.60,11/05,76.91
2013,74.10,5/03,45.15,11/26,60.59
2014,66.40,9/24,51.50,10/16,58.58
2015,71.60,2/25,39.40,8/24,56.55
2016,76.90,10/11,51.20,1/18,64.15
2017,125.00,10/24,72.00,1/03,94.36
2018,107.00,3/16,70.50,10/19,88.07
