和泰車,	2207
Year,最高價,日期,最低價,日期,收盤平均價
2000,32.50,7/31,19.00,11/20,23.91
2001,22.00,3/14,12.50,9/24,16.79
2002,35.30,11/15,14.50,1/02,24.39
2003,40.40,11/12,25.60,4/28,30.98
2004,65.50,12/09,38.50,1/05,51.63
2005,93.70,8/10,60.50,2/22,75.02
2006,84.30,1/12,60.00,9/15,70.74
2007,94.00,7/30,73.00,1/30,81.61
2008,102.50,4/21,44.00,10/30,78.15
2009,85.70,7/24,44.00,3/03,67.07
2010,96.20,9/07,62.80,2/06,81.15
2011,173.50,12/01,80.90,3/15,112.55
2012,261.00,3/16,138.00,1/09,197.70
2013,415.00,7/12,223.00,2/26,300.41
2014,513.00,11/20,343.50,2/06,396.59
2015,542.00,5/13,294.00,8/25,425.05
2016,385.50,1/04,270.50,5/13,341.22
2017,403.50,6/01,336.00,8/21,358.13
2018,388.00,1/25,200.50,10/25,277.61
