禾伸堂,	3026
Year,最高價,日期,最低價,日期,收盤平均價
2002,69.00,8/27,41.00,10/11,53.08
2003,60.00,12/05,40.00,4/28,49.52
2004,83.00,4/13,38.70,12/01,55.04
2005,61.00,12/30,38.30,1/20,45.55
2006,66.80,1/03,45.00,6/23,54.71
2007,75.00,7/26,41.50,12/18,57.75
2008,47.15,1/02,16.05,11/21,34.64
2009,47.40,12/31,17.50,1/21,30.49
2010,54.50,3/23,33.95,11/09,42.45
2011,38.60,4/20,24.50,11/24,31.72
2012,30.80,2/10,23.20,10/29,26.47
2013,39.65,11/01,25.00,1/17,29.78
2014,49.70,7/25,37.00,10/17,42.41
2015,46.50,3/19,27.45,8/24,38.47
2016,36.55,8/03,30.90,1/18,32.97
2017,119.50,12/25,31.95,1/09,46.32
2018,301.00,7/05,89.10,10/30,152.12
