正道,	1506
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.20,6/23,2.76,12/28,7.82
2001,4.50,2/06,2.21,10/31,3.27
2002,8.00,12/11,3.41,1/02,5.77
2003,9.80,1/24,5.90,10/07,7.54
2004,10.10,2/11,5.75,8/18,7.09
2005,8.40,11/24,6.00,3/08,7.26
2006,13.70,12/15,7.52,2/10,9.34
2007,19.90,7/24,11.45,1/22,16.12
2008,20.45,3/25,12.10,11/11,16.35
2009,17.20,7/31,12.25,4/20,14.10
2010,30.10,11/19,12.70,3/01,18.00
2011,32.25,5/13,20.50,9/26,25.24
2012,29.10,3/23,17.65,12/07,24.97
2013,23.80,1/10,13.10,7/05,17.59
2014,25.40,6/27,18.10,3/10,21.04
2015,26.00,1/29,11.65,8/25,18.72
2016,19.30,3/22,13.55,11/09,15.09
2017,27.00,6/15,13.70,2/02,21.12
