倚強,	3219
Year,最高價,日期,最低價,日期,收盤平均價
2004,78.00,03/23,12.20,12/31,35.06
2005,24.10,03/09,10.00,11/09,14.91
2006,28.10,09/11,12.55,02/22,18.78
2007,68.80,11/01,22.30,01/31,36.41
2008,45.30,01/02,14.80,12/12,26.29
2009,23.95,10/27,14.00,06/16,18.36
2010,21.80,01/04,4.50,11/19,15.62
2011,7.60,02/08,2.98,11/03,5.43
2012,7.53,03/16,2.86,11/06,5.56
2013,17.75,09/30,4.66,08/05,12.17
2014,21.25,12/04,8.77,01/14,16.20
2015,22.85,01/15,9.28,12/29,19.25
2016,29.20,11/14,8.72,06/03,19.15
2017,39.60,12/21,15.20,05/25,26.49
