彰源,	2030
Year,最高價,日期,最低價,日期,收盤平均價
2000,25.70,2/17,9.25,12/30,16.22
2001,12.70,2/05,4.60,10/05,7.77
2002,18.10,6/13,5.00,1/02,9.69
2003,19.40,2/26,10.00,1/02,15.00
2004,40.00,3/04,17.40,5/18,25.07
2005,26.10,1/04,14.85,12/05,19.59
2006,26.80,10/14,15.10,1/03,18.98
2007,47.80,4/16,23.20,12/18,34.65
2008,29.85,3/04,6.91,12/05,18.71
2009,18.95,8/04,7.31,3/03,13.63
2010,19.50,4/16,13.30,6/09,16.13
2011,21.30,2/10,9.77,11/22,15.09
2012,13.90,2/20,8.93,11/27,10.66
2013,11.90,1/03,8.80,4/16,9.54
2014,16.30,9/09,9.30,2/27,11.95
2015,14.50,1/23,8.08,8/25,11.29
2016,11.75,3/08,8.69,1/14,9.97
2017,18.40,11/02,10.20,1/17,13.60
2018,17.70,1/11,11.35,10/26,14.92
