李洲,	3066
Year,最高價,日期,最低價,日期,收盤平均價
2004,15.70,12/02,13.90,12/27,14.49
2005,31.60,12/23,14.65,01/14,19.52
2006,41.35,05/15,25.85,10/30,31.91
2007,58.40,07/25,17.80,12/21,32.33
2008,22.75,01/02,3.46,11/20,12.77
2009,18.80,10/08,4.47,01/21,13.12
2010,16.45,01/04,10.05,11/04,13.17
2011,13.75,03/03,5.52,11/22,9.97
2012,7.83,02/16,5.35,07/26,6.25
2013,7.80,12/31,6.23,01/07,6.62
2014,10.20,01/07,3.91,11/11,7.61
2015,9.73,04/09,5.71,07/31,8.44
2016,8.96,01/27,5.83,11/28,7.28
2017,9.79,04/19,5.86,02/13,7.66
