櫻花,	9911
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.00,2/22,4.17,11/21,8.97
2001,17.60,3/27,4.20,9/28,10.36
2002,17.30,2/01,6.15,10/14,12.03
2003,14.10,1/23,6.65,5/02,9.51
2004,15.20,3/19,8.00,8/18,10.14
2005,10.50,1/04,6.20,10/21,8.07
2006,10.95,12/29,4.31,3/20,6.00
2007,15.85,8/28,8.55,3/06,11.07
2008,15.60,5/21,5.74,10/28,10.49
2009,17.70,12/22,7.05,1/21,12.74
2010,32.70,8/17,13.00,2/06,23.16
2011,26.25,4/11,14.10,12/20,20.23
2012,20.05,3/03,13.70,6/04,16.13
2013,21.35,12/05,15.20,3/19,17.40
2014,24.50,4/01,18.55,2/05,21.48
2015,24.25,4/24,14.15,8/25,19.88
2016,40.25,11/04,17.00,1/18,27.71
2017,43.20,10/23,29.90,1/17,36.41
