中華,	2204
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.00,1/29,26.30,7/05,32.51
2001,35.50,1/29,17.20,7/25,25.99
2002,72.50,12/19,22.40,1/16,37.90
2003,75.50,1/21,52.00,4/28,62.33
2004,74.50,3/19,33.60,8/03,48.77
2005,41.70,1/17,26.80,9/29,33.71
2006,40.20,2/10,24.50,8/23,31.32
2007,34.20,1/04,22.95,12/21,29.22
2008,29.75,3/26,7.51,11/25,18.88
2009,26.40,10/15,8.05,1/21,17.40
2010,31.60,12/15,17.20,2/02,22.44
2011,37.15,7/28,21.55,3/16,28.16
2012,34.90,2/13,22.25,5/24,27.54
2013,30.00,3/13,23.80,8/09,26.99
2014,31.35,7/02,26.00,11/17,28.07
2015,27.90,1/05,19.60,8/24,24.46
2016,27.50,12/07,20.55,1/21,23.62
2017,29.75,2/16,25.30,12/20,27.53
2018,29.45,6/08,22.85,10/30,26.32
