本盟,	1475
Year,最高價,日期,最低價,日期,收盤平均價
2000,29.00,12/15,15.70,11/21,20.70
2001,34.00,4/19,14.20,10/15,23.29
2002,32.20,5/24,23.00,1/14,28.78
2003,31.20,6/23,19.60,11/27,25.40
2004,28.10,4/29,9.40,11/05,20.69
2005,31.70,10/11,10.00,1/14,24.02
2006,27.05,4/06,10.00,11/28,18.67
2007,18.70,7/19,8.37,1/16,13.49
2008,21.00,3/12,4.79,12/26,12.76
2009,12.15,11/12,4.35,3/17,7.62
2010,20.00,4/29,8.17,2/08,13.36
2011,13.85,1/03,5.61,11/02,9.08
2012,9.45,8/16,6.43,11/07,7.72
2013,18.50,12/27,5.03,8/09,8.55
2014,28.10,3/17,12.25,1/20,17.12
2015,15.15,1/08,6.10,8/26,9.59
2016,13.65,8/25,6.81,6/13,8.67
2017,158.00,11/23,7.46,1/11,36.48
