天揚,	5345
Year,最高價,日期,最低價,日期,收盤平均價
2000,213.00,04/12,13.55,12/30,87.40
2001,35.20,03/30,9.45,10/08,19.93
2002,31.80,03/22,6.85,12/31,16.78
2003,9.10,07/07,3.76,05/20,6.46
2004,15.00,04/13,3.95,11/30,7.75
2005,8.30,07/14,3.84,01/05,5.91
2006,7.62,01/04,2.76,09/14,4.53
2007,21.50,10/05,3.21,03/01,6.51
2008,14.20,06/02,2.34,11/20,7.35
2009,14.45,12/31,2.78,01/20,6.59
2010,23.20,04/23,8.50,11/09,16.11
2011,11.50,01/10,2.84,12/20,8.07
2012,5.09,02/15,3.46,01/17,4.26
2013,8.12,01/31,3.93,01/02,6.54
2014,11.20,08/11,6.20,01/03,9.07
2015,13.45,02/02,8.20,08/25,11.67
2016,11.40,04/21,7.40,11/10,9.82
2017,9.24,03/17,7.26,11/13,8.00
