晶焱,	6411
Year,最高價,日期,最低價,日期,收盤平均價
2014,65.00,12/15,41.00,08/21,52.60
2015,64.40,03/25,18.30,08/25,44.58
2016,57.40,12/30,27.50,01/07,44.76
2017,106.50,07/19,55.70,01/11,81.60
