同亨,	5490
Year,最高價,日期,最低價,日期,收盤平均價
2001,80.00,12/31,28.10,10/08,48.46
2002,115.50,03/29,64.00,08/06,84.28
2003,71.50,01/02,36.20,09/10,51.98
2004,50.00,04/06,26.60,08/12,37.80
2005,39.40,03/09,22.40,11/11,32.31
2006,45.10,12/27,22.95,03/07,29.71
2007,70.50,07/25,24.30,12/18,44.17
2008,28.90,04/10,10.05,11/21,20.44
2009,28.50,12/31,10.30,02/05,18.68
2010,44.40,07/13,18.90,02/06,34.63
2011,40.80,06/08,23.35,08/22,34.21
2012,35.80,03/01,22.55,11/23,31.09
2013,56.00,12/31,23.75,01/02,41.16
2014,61.70,01/09,34.80,08/04,51.91
2015,129.50,07/06,50.00,08/25,78.22
2016,77.00,03/15,41.50,10/17,60.56
2017,75.50,04/26,44.95,11/07,62.76
