旺矽,	6223
Year,最高價,日期,最低價,日期,收盤平均價
2003,60.00,12/04,42.50,05/07,48.77
2004,102.50,04/16,55.00,01/02,83.05
2005,94.00,03/25,58.20,10/28,76.77
2006,128.00,04/24,76.20,11/08,92.44
2007,166.00,08/01,92.90,12/21,119.27
2008,106.00,05/19,17.05,11/24,63.71
2009,91.50,12/17,19.80,01/20,49.71
2010,134.00,03/23,85.00,11/25,107.69
2011,141.50,03/10,58.70,12/20,104.51
2012,84.90,03/05,40.50,10/30,70.04
2013,76.80,04/03,46.50,10/14,63.28
2014,134.00,12/19,60.10,01/02,97.37
2015,128.00,03/16,47.00,08/25,81.40
2016,92.10,08/02,50.50,01/07,80.92
2017,121.00,05/03,62.70,12/04,97.23
