矽統,	2363
Year,最高價,日期,最低價,日期,收盤平均價
2000,161.00,6/12,33.80,11/21,104.21
2001,68.00,3/27,20.10,9/24,44.81
2002,59.00,1/08,21.20,12/24,37.27
2003,32.60,1/21,17.90,5/02,25.48
2004,27.70,2/26,10.80,11/02,17.40
2005,27.80,8/11,10.65,1/14,18.19
2006,23.20,1/04,13.95,9/15,17.05
2007,22.40,1/03,9.95,12/18,17.09
2008,11.80,1/02,3.07,11/21,7.91
2009,28.25,11/06,4.60,1/05,12.45
2010,25.75,1/18,17.00,11/09,20.30
2011,21.70,1/27,9.70,11/24,14.70
2012,14.25,3/03,8.55,6/04,10.99
2013,11.85,1/04,7.65,11/12,9.71
2014,11.95,7/21,7.85,10/16,9.22
2015,9.49,1/12,4.41,8/25,7.13
2016,7.78,3/03,5.73,1/18,6.59
2017,10.15,10/17,6.37,5/18,7.59
2018,15.00,6/13,6.80,10/29,9.81
2019,9.63,1/07,7.60,5/14,8.37
