研通,	6229
Year,最高價,日期,最低價,日期,收盤平均價
2003,51.50,01/15,22.40,10/31,31.54
2004,28.00,02/12,14.70,07/21,19.95
2005,20.80,02/03,10.20,10/28,15.09
2006,34.85,04/19,11.75,01/25,24.18
2007,42.10,07/30,19.30,12/18,29.89
2008,24.60,04/21,7.66,11/24,15.97
2009,21.70,12/31,8.03,01/21,15.95
2010,24.00,08/23,14.30,02/06,19.83
2011,19.50,02/17,9.21,12/20,14.79
2012,12.90,02/16,9.52,01/13,11.12
2013,21.00,10/07,11.10,01/08,16.19
2014,24.05,04/02,15.20,02/05,19.30
2015,16.80,01/27,9.09,08/25,13.70
2016,16.50,03/22,9.81,01/27,13.26
2017,22.45,10/31,12.90,07/10,17.19
