晟德,	4123
Year,最高價,日期,最低價,日期,收盤平均價
2003,35.60,10/09,31.30,11/07,33.01
2004,33.50,03/11,21.50,11/29,27.42
2005,25.45,06/20,18.65,12/29,22.62
2006,19.50,02/09,15.30,11/21,17.52
2007,85.70,07/20,15.50,03/05,43.12
2008,59.00,05/08,19.30,09/18,36.16
2009,57.70,07/20,22.50,01/21,45.27
2010,54.00,09/29,37.00,02/08,47.06
2011,51.70,05/10,23.65,12/13,45.29
2012,45.95,03/19,29.70,01/02,38.21
2013,73.40,10/04,37.05,01/17,53.21
2014,144.50,07/04,58.10,02/05,98.80
2015,115.50,01/05,52.30,08/25,78.34
2016,75.60,04/13,59.80,11/09,68.23
2017,66.70,02/20,45.50,09/29,58.31
