網龍,	3083
Year,最高價,日期,最低價,日期,收盤平均價
2003,114.50,12/08,87.50,12/30,102.43
2004,113.00,02/25,19.70,10/18,53.29
2005,33.20,01/05,14.65,09/19,19.62
2006,133.50,12/29,16.30,02/27,44.93
2007,146.50,01/29,82.30,08/17,109.35
2008,137.00,01/02,57.00,09/16,91.96
2009,519.00,07/20,89.00,01/15,354.70
2010,439.00,01/15,192.00,10/20,306.04
2011,260.00,01/10,60.20,11/24,147.79
2012,126.00,02/24,44.70,11/06,86.69
2013,69.40,01/02,45.50,11/14,55.37
2014,74.10,04/03,40.00,12/01,61.04
2015,69.70,01/22,19.90,08/25,49.44
2016,55.60,08/09,31.00,05/16,42.20
2017,51.00,06/21,35.00,08/14,42.66
