長榮航,	2618
Year,最高價,日期,最低價,日期,收盤平均價
2001,11.10,12/10,5.40,10/09,7.77
2002,17.20,11/11,9.00,1/02,12.94
2003,17.60,1/07,9.30,4/28,13.11
2004,22.50,3/19,12.05,8/18,14.98
2005,17.45,6/14,12.05,9/26,14.66
2006,15.30,5/12,12.10,3/24,13.24
2007,15.00,2/06,11.50,9/14,13.20
2008,20.85,3/25,5.71,10/27,12.93
2009,15.00,9/21,5.90,3/03,9.83
2010,37.60,12/30,11.80,2/06,21.65
2011,37.30,1/03,16.15,9/20,24.58
2012,22.50,2/06,16.20,11/22,17.93
2013,19.35,1/30,15.70,8/29,17.08
2014,23.90,12/08,14.00,6/23,16.35
2015,25.25,4/15,16.30,11/30,20.97
2016,18.90,1/08,13.65,5/20,15.71
2017,16.95,3/20,14.15,8/11,15.15
