聚和,	6509
Year,最高價,日期,最低價,日期,收盤平均價
2004,32.50,04/15,18.20,08/18,22.20
2005,24.10,03/07,9.80,11/09,17.06
2006,22.50,12/27,10.35,03/23,15.27
2007,69.10,07/25,16.60,12/18,31.62
2008,29.80,04/24,9.50,11/21,16.92
2009,30.50,12/07,9.50,02/02,22.14
2010,33.30,03/19,21.00,02/06,29.44
2011,29.40,01/20,10.50,12/19,20.56
2012,19.40,12/22,11.30,10/29,15.40
2013,22.75,10/31,15.80,04/16,19.49
2014,30.40,07/25,18.80,02/05,25.61
2015,23.70,12/04,13.00,08/25,20.14
2016,21.85,04/06,17.40,10/17,19.71
2017,22.20,12/22,16.90,08/15,19.87
