總太,	3056
Year,最高價,日期,最低價,日期,收盤平均價
2003,26.70,7/07,13.60,5/22,17.36
2004,18.70,1/27,8.65,9/22,12.52
2005,10.30,3/16,4.75,11/25,7.36
2006,7.37,3/10,2.54,9/07,4.94
2007,17.15,4/11,3.98,1/31,11.18
2008,11.65,3/28,3.48,12/10,9.39
2009,29.85,12/09,3.02,1/20,13.76
2010,28.70,5/03,18.60,10/05,21.75
2011,31.10,6/08,17.00,12/20,23.30
2012,34.25,3/16,18.90,1/13,25.70
2013,37.95,11/04,23.00,1/02,30.41
2014,33.05,1/02,17.00,10/17,23.74
2015,22.45,5/07,11.10,12/17,16.70
2016,20.95,9/21,11.30,1/18,16.38
2017,24.15,3/23,17.25,8/11,19.06
2018,24.85,6/07,15.40,10/25,19.78
2019,34.15,12/27,16.35,1/02,22.67
