億光,	2393
Year,最高價,日期,最低價,日期,收盤平均價
2000,92.00,4/11,14.40,12/27,52.82
2001,35.80,3/13,9.20,9/19,20.58
2002,44.20,12/09,18.30,1/17,31.60
2003,67.50,11/18,29.70,3/11,42.39
2004,76.50,2/04,29.50,10/27,46.92
2005,77.50,12/30,30.00,1/13,44.97
2006,106.00,5/12,70.50,6/20,87.24
2007,161.50,8/01,92.70,1/03,126.50
2008,131.50,5/19,32.70,11/21,84.52
2009,122.00,12/11,41.10,1/09,82.44
2010,120.00,1/04,79.80,6/09,90.34
2011,90.80,3/08,45.30,11/24,68.60
2012,70.40,2/22,30.00,11/19,49.76
2013,70.20,12/31,36.10,1/08,50.09
2014,82.80,3/07,54.00,10/27,69.73
2015,81.00,2/26,34.00,8/24,58.80
2016,60.80,3/02,44.35,11/14,49.77
2017,52.60,11/08,44.00,12/27,47.36
