瀧澤科,	6609
Year,最高價,日期,最低價,日期,收盤平均價
2003,28.20,11/26,16.40,09/23,22.17
2004,30.10,04/23,19.00,11/16,23.57
2005,23.00,12/22,17.95,09/28,19.78
2006,31.95,12/20,20.10,03/14,23.63
2007,33.80,07/17,27.20,12/18,30.22
2008,30.45,04/23,12.60,12/23,24.00
2009,16.55,04/16,11.55,08/28,14.35
2010,31.00,06/14,14.10,02/08,26.68
2011,28.35,01/04,16.30,12/20,21.66
2012,23.10,03/27,17.30,01/02,20.40
2013,51.00,12/31,17.80,07/08,29.74
2014,73.40,03/06,36.75,10/28,58.57
2015,49.90,03/06,17.60,08/25,36.00
2016,29.15,03/10,20.15,12/23,25.94
2017,30.00,11/20,20.85,01/04,25.24
