大飲,	1213
Year,最高價,日期,最低價,日期,收盤平均價
2000,22.80,2/22,7.15,9/19,12.61
2001,13.60,2/27,7.85,1/02,11.06
2002,19.70,8/26,8.60,1/28,11.96
2003,15.00,1/28,10.30,4/30,11.75
2004,16.00,3/10,10.75,8/04,12.38
2005,12.20,1/04,7.91,12/15,10.16
2006,18.60,5/09,7.92,1/05,12.46
2007,19.65,7/19,9.32,12/24,13.73
2008,14.50,5/23,5.26,10/28,9.55
2009,10.80,4/14,6.14,2/02,8.72
2010,37.95,7/30,8.63,2/08,18.32
2011,34.75,5/17,15.00,9/28,24.28
2012,28.80,5/09,17.00,10/29,23.12
2013,25.50,3/11,18.55,11/22,21.73
2014,26.30,7/03,18.35,10/14,21.06
2015,23.00,4/08,12.55,8/25,18.81
2016,21.55,6/01,14.50,1/07,16.85
2017,18.20,2/23,14.80,9/18,16.50
2018,16.20,1/15,9.20,10/29,13.48
