高鋒,	4510
Year,最高價,日期,最低價,日期,收盤平均價
2000,66.00,04/13,12.95,12/29,32.94
2001,27.00,03/26,7.30,11/13,14.91
2002,23.90,07/03,10.00,03/08,15.28
2003,21.60,01/20,14.45,02/27,16.95
2004,20.70,04/12,8.60,11/29,15.08
2005,10.80,09/12,7.15,11/01,9.33
2006,16.30,11/02,7.93,02/03,12.30
2007,18.05,07/06,11.00,11/28,14.66
2008,14.10,04/29,3.76,12/29,9.61
2009,9.88,07/22,3.33,02/23,7.16
2010,19.50,05/14,7.60,02/06,15.98
2011,16.70,04/15,11.85,12/20,14.87
2012,14.00,02/08,8.50,10/29,12.13
2013,22.40,10/07,8.87,01/02,17.05
2014,30.50,02/20,15.35,10/16,24.73
2015,21.85,04/09,13.50,08/25,18.95
2016,21.15,04/11,13.70,01/18,18.18
2017,23.20,09/12,16.45,04/17,20.17
