喬福,	1540
Year,最高價,日期,最低價,日期,收盤平均價
2002,15.80,11/27,9.60,10/01,11.67
2003,33.20,7/29,11.10,2/19,15.90
2004,26.90,3/12,12.55,11/01,17.38
2005,16.50,2/22,13.30,2/01,14.40
2006,35.30,12/15,13.75,3/07,21.21
2007,47.50,8/13,31.80,1/08,39.16
2008,39.50,3/12,12.60,10/28,28.22
2009,34.10,12/31,15.55,1/09,27.21
2010,39.00,4/09,21.50,11/05,28.98
2011,24.90,1/04,16.50,11/24,20.76
2012,22.75,5/09,17.05,1/09,20.31
2013,21.30,11/15,16.90,7/22,18.10
2014,27.15,7/07,19.15,1/03,22.95
2015,26.15,4/08,14.10,8/24,19.97
2016,18.25,3/11,12.60,12/30,14.94
2017,16.30,11/29,12.70,1/04,14.99
2018,19.80,1/24,14.55,5/17,15.91
2019,23.60,5/31,15.60,1/09,19.28
