首利,	1471
Year,最高價,日期,最低價,日期,收盤平均價
2000,14.50,3/07,3.40,11/21,8.02
2001,7.15,4/03,2.41,10/31,4.30
2002,13.45,5/07,3.17,1/07,7.57
2003,22.70,11/05,7.05,1/02,13.91
2004,32.00,2/26,17.60,8/18,22.65
2005,49.90,12/30,14.50,2/02,29.53
2006,52.90,1/12,23.50,6/09,34.78
2007,65.70,7/26,21.15,12/21,42.55
2008,33.00,4/22,7.34,11/21,18.92
2009,39.35,12/31,7.81,1/20,19.74
2010,42.00,1/19,17.60,11/09,26.99
2011,21.05,3/04,9.40,12/19,14.24
2012,15.90,3/02,8.25,10/30,11.02
2013,12.80,9/03,8.86,2/06,10.18
2014,13.60,2/10,7.52,11/18,10.23
2015,9.47,1/15,3.15,8/25,6.24
2016,6.52,3/08,4.06,11/30,5.28
2017,6.43,3/23,4.41,1/04,5.14
2018,9.59,1/23,4.11,10/30,6.21
2019,6.39,3/06,1.82,12/12,4.30
