宏全,	9939
Year,最高價,日期,最低價,日期,收盤平均價
2001,39.10,4/25,13.50,10/09,25.44
2002,48.20,12/24,18.00,1/17,36.61
2003,55.00,1/21,40.00,10/01,46.92
2004,51.00,3/19,22.50,11/16,35.27
2005,30.90,1/07,16.80,9/29,24.89
2006,32.00,6/29,20.30,9/14,24.95
2007,37.30,8/01,20.00,12/21,29.03
2008,39.50,5/19,21.80,10/20,30.85
2009,58.50,10/26,29.60,1/05,46.55
2010,70.40,12/01,49.00,2/05,59.78
2011,89.70,7/25,53.10,11/30,73.23
2012,74.20,2/17,55.40,1/05,65.11
2013,84.40,4/30,54.30,11/06,69.73
2014,68.70,3/27,45.20,10/16,58.94
2015,68.00,6/02,42.80,8/24,54.23
2016,55.60,12/06,44.20,1/15,48.98
2017,64.30,5/15,52.40,8/11,57.30
2018,58.70,1/09,45.75,11/30,51.98
2019,62.70,12/24,46.85,1/04,53.50
