瑞智,	4532
Year,最高價,日期,最低價,日期,收盤平均價
2003,19.40,10/30,15.00,9/10,16.98
2004,31.10,12/21,16.90,5/17,22.84
2005,36.80,3/03,18.70,9/21,28.20
2006,26.50,1/05,12.70,9/11,18.55
2007,19.85,7/27,13.25,8/17,15.78
2008,15.40,4/15,3.77,11/24,10.16
2009,12.50,12/10,4.15,1/16,8.25
2010,18.80,12/27,9.25,2/06,14.27
2011,27.95,8/16,16.50,3/15,21.56
2012,31.80,3/16,19.85,10/29,25.19
2013,32.40,12/31,24.10,3/18,27.17
2014,36.80,3/05,28.20,10/16,31.99
2015,33.90,1/05,18.70,8/25,27.40
2016,38.80,9/30,21.80,1/07,29.08
2017,36.80,3/02,28.10,12/18,32.03
