新鋼,	2032
Year,最高價,日期,最低價,日期,收盤平均價
2000,12.70,9/14,6.90,11/23,8.71
2001,10.50,2/20,6.35,11/01,8.22
2002,21.30,6/11,7.25,1/10,13.36
2003,28.80,2/07,14.35,1/02,21.50
2004,38.80,3/02,19.50,5/11,24.50
2005,22.90,2/22,9.11,11/10,15.40
2006,32.50,10/19,9.61,1/23,18.72
2007,42.80,4/16,14.45,12/21,31.09
2008,27.00,3/04,6.01,10/28,15.36
2009,19.95,12/31,7.10,3/03,13.33
2010,25.90,1/20,15.80,6/08,19.69
2011,22.80,2/09,9.00,11/24,15.16
2012,14.50,2/21,9.20,5/17,10.79
2013,13.15,1/03,9.80,7/10,10.75
2014,14.45,5/13,10.20,11/17,11.85
2015,11.70,5/06,7.01,8/25,9.75
2016,12.00,4/19,7.48,1/18,9.86
2017,11.70,2/16,9.59,6/26,10.20
