健信,	4502
Year,最高價,日期,最低價,日期,收盤平均價
2000,22.40,02/22,7.45,11/20,11.92
2001,11.20,03/23,4.99,10/18,7.78
2002,19.20,12/19,5.15,01/21,9.51
2003,21.40,01/22,13.45,05/02,16.31
2004,16.10,02/17,8.10,09/29,11.76
2005,12.75,03/14,8.00,12/29,10.02
2006,8.83,04/19,7.23,09/12,7.82
2007,10.25,07/24,4.39,12/14,7.74
2008,5.58,04/21,2.20,11/14,3.85
2009,4.00,04/10,1.69,09/18,3.03
2010,7.44,11/09,1.98,01/26,4.53
2011,8.90,05/10,4.05,12/27,7.13
2012,7.27,04/06,4.56,02/09,6.20
2013,5.80,10/16,3.67,11/26,4.84
2014,7.42,03/26,3.66,02/12,5.95
2015,30.60,12/31,3.89,06/29,8.93
2016,58.90,05/25,27.05,02/26,47.48
2017,141.00,08/30,37.25,02/21,94.11
