致茂,	2360
Year,最高價,日期,最低價,日期,收盤平均價
2000,132.50,4/10,22.70,12/30,76.92
2001,49.80,4/24,16.20,10/09,32.13
2002,33.20,4/19,20.10,8/06,25.45
2003,24.30,1/08,17.30,4/28,21.21
2004,38.60,4/22,21.70,1/02,29.07
2005,33.60,12/30,24.10,1/20,27.84
2006,40.20,9/25,27.50,1/25,34.08
2007,85.50,8/06,36.05,1/08,62.96
2008,77.00,6/10,18.85,11/18,51.57
2009,79.00,12/07,17.45,1/21,43.21
2010,94.00,12/15,54.10,5/21,70.43
2011,101.00,4/28,52.60,10/06,78.39
2012,78.30,3/29,54.20,10/26,65.47
2013,73.70,10/21,49.30,6/25,63.29
2014,92.00,6/17,61.20,1/14,78.26
2015,84.50,1/12,47.50,8/25,67.40
2016,90.80,8/08,58.40,1/14,75.70
2017,188.00,11/29,75.40,1/03,107.91
2018,197.00,8/03,99.10,10/30,153.14
