聚隆,	1466
Year,最高價,日期,最低價,日期,收盤平均價
2000,8.55,2/22,0.70,11/20,3.29
2001,2.12,2/15,0.50,10/19,0.91
2002,3.45,4/30,0.57,1/02,1.81
2003,4.85,3/03,1.70,1/02,3.42
2004,9.50,9/23,3.88,1/13,6.31
2005,8.50,1/04,2.95,9/27,5.08
2006,7.95,12/26,3.01,1/03,4.76
2007,13.20,8/15,6.60,1/11,9.35
2008,9.50,3/06,2.45,11/20,5.82
2009,8.30,10/23,2.66,1/21,4.67
2010,35.40,12/31,6.60,2/06,17.62
2011,43.30,3/25,14.05,12/09,29.21
2012,24.60,2/29,14.00,11/15,18.15
2013,24.70,10/07,16.55,7/19,19.49
2014,27.95,7/16,16.45,4/28,20.60
2015,22.50,4/30,11.70,8/25,17.26
2016,17.95,1/04,12.40,12/09,13.93
2017,13.90,2/02,10.70,5/25,12.11
2018,12.80,1/18,9.08,10/12,10.62
