和康生,	1783
Year,最高價,日期,最低價,日期,收盤平均價
2013,56.00,12/25,43.10,12/20,51.31
2014,65.90,7/04,38.00,12/01,50.33
2015,41.90,4/16,15.15,8/25,28.19
2016,27.30,9/22,18.65,1/07,23.28
2017,26.75,11/07,20.30,5/23,23.20
2018,42.40,4/24,18.95,2/09,26.54
