寶島科,	5312
Year,最高價,日期,最低價,日期,收盤平均價
2000,79.50,03/10,16.20,11/20,39.83
2001,19.70,02/06,4.53,11/06,11.74
2002,11.65,12/26,6.20,08/13,7.47
2003,17.50,12/26,9.60,01/06,11.76
2004,18.40,05/03,15.30,08/23,16.70
2005,20.65,12/30,16.30,01/17,17.93
2006,33.20,05/18,21.00,01/02,27.45
2007,62.10,03/05,27.40,12/21,45.67
2008,46.50,05/16,25.00,10/28,32.31
2009,72.00,07/24,23.75,01/21,56.16
2010,96.80,12/21,55.40,01/27,75.62
2011,113.00,06/09,57.80,10/04,88.65
2012,95.40,03/02,65.70,06/04,80.79
2013,123.50,08/05,75.60,01/17,98.53
2014,121.00,06/10,81.20,12/01,103.11
2015,93.20,05/06,63.00,08/25,81.27
2016,83.50,01/07,71.20,11/04,77.01
2017,78.70,03/10,62.50,10/24,71.38
