偉全,	1465
Year,最高價,日期,最低價,日期,收盤平均價
2000,29.10,2/21,7.35,11/21,15.46
2001,12.40,12/18,7.60,5/10,9.69
2002,14.30,4/25,7.25,10/14,10.57
2003,11.75,1/28,7.00,5/16,8.63
2004,13.10,4/13,7.55,7/30,9.25
2005,9.30,1/03,7.32,8/26,8.04
2006,12.30,12/28,8.02,3/17,9.15
2007,14.50,7/19,10.40,3/02,11.80
2008,13.00,5/19,7.22,11/20,10.17
2009,11.60,12/30,7.40,1/15,9.53
2010,20.20,11/01,9.11,2/06,14.13
2011,21.60,6/10,12.60,11/24,16.78
2012,15.90,2/15,12.00,11/23,13.55
2013,17.80,10/11,12.30,1/25,14.10
2014,25.40,7/01,14.95,10/27,18.52
2015,18.40,4/30,12.05,8/25,15.47
2016,15.10,3/09,12.30,11/18,13.77
2017,19.85,9/12,12.10,8/17,13.93
2018,17.75,1/24,13.10,10/12,14.59
