宏亞,	1236
Year,最高價,日期,最低價,日期,收盤平均價
2001,7.10,12/11,4.84,10/31,5.62
2002,17.50,7/02,6.10,1/02,10.53
2003,20.40,12/17,11.50,5/02,14.53
2004,22.70,2/20,14.60,7/22,17.89
2005,18.80,3/02,15.45,7/21,16.83
2006,19.80,4/26,15.00,9/15,17.03
2007,22.55,7/19,15.00,12/24,16.75
2008,21.20,5/12,8.67,10/27,14.73
2009,17.70,11/24,11.70,3/04,15.43
2010,33.95,8/10,16.80,2/08,23.39
2011,31.90,8/12,20.00,9/29,23.81
2012,26.00,2/29,20.05,11/22,22.61
2013,30.55,7/18,20.80,1/22,25.05
2014,30.30,3/06,23.50,10/16,25.56
2015,26.55,5/13,19.55,8/24,23.24
2016,21.65,2/18,18.15,12/08,19.78
2017,18.90,2/21,16.30,8/21,17.43
