東森,	2614
Year,最高價,日期,最低價,日期,收盤平均價
2000,43.90,2/22,3.88,12/28,14.96
2001,14.45,2/21,3.90,10/08,6.93
2002,9.85,3/27,4.01,10/07,6.00
2003,18.50,12/31,3.59,5/05,7.31
2004,27.70,3/19,13.70,5/18,18.44
2005,16.90,1/04,7.52,10/21,12.47
2006,12.85,12/05,8.80,2/24,10.53
2007,13.90,11/12,6.43,8/17,9.34
2008,13.80,5/20,3.16,10/28,8.34
2009,7.75,10/23,3.22,2/02,5.93
2010,9.49,4/12,6.80,2/06,7.99
2011,7.75,1/04,3.60,12/20,5.51
2012,4.84,2/15,2.75,6/04,3.66
2013,16.65,12/23,3.52,5/08,5.80
2014,17.40,3/04,8.21,10/17,12.42
2015,11.30,1/05,4.10,8/25,7.96
2016,8.85,9/29,4.53,5/16,6.54
2017,11.00,12/29,7.08,1/04,8.94
2018,15.50,3/22,10.30,2/06,13.53
2019,13.55,3/27,9.70,8/08,11.48
