久元,	6261
Year,最高價,日期,最低價,日期,收盤平均價
2004,112.00,04/09,51.00,10/19,72.72
2005,76.00,07/19,43.90,09/28,60.23
2006,90.00,05/22,60.90,01/23,75.11
2007,142.00,07/23,76.00,12/21,101.49
2008,107.50,05/22,31.10,12/05,71.35
2009,87.80,10/07,30.30,01/20,57.04
2010,90.50,09/23,61.20,02/06,79.68
2011,122.00,05/16,51.40,12/20,89.62
2012,90.00,03/12,54.30,01/02,76.47
2013,77.50,03/21,52.50,11/14,66.51
2014,70.50,04/09,56.60,10/27,64.32
2015,69.20,04/20,40.25,11/30,56.99
2016,52.90,01/04,43.30,05/05,48.23
2017,65.70,09/11,43.55,05/18,56.70
