昱捷,	3232
Year,最高價,日期,最低價,日期,收盤平均價
2004,16.00,11/01,11.80,12/01,13.02
2005,15.05,03/14,9.30,11/24,11.79
2006,14.50,05/18,9.30,03/20,11.28
2007,17.95,09/14,10.10,03/05,14.00
2008,15.20,02/26,6.70,11/24,11.99
2009,11.35,10/22,5.51,01/16,9.08
2010,26.80,12/23,10.10,01/08,19.22
2011,25.65,03/01,6.68,12/19,20.75
2012,18.65,06/14,6.75,01/16,14.29
2013,15.70,03/29,9.80,06/27,12.85
2014,83.50,10/17,12.00,01/03,48.88
2015,60.30,03/04,17.00,10/14,35.54
2016,31.00,01/04,14.20,05/04,22.48
2017,46.60,10/23,17.00,05/03,32.98
