敦泰,	3545
Year,最高價,日期,最低價,日期,收盤平均價
2007,155.50,7/31,73.70,9/21,104.60
2008,100.00,1/02,17.55,11/21,57.13
2009,80.80,12/31,22.75,1/21,48.72
2010,79.00,1/04,43.00,5/26,59.57
2011,70.90,1/27,23.00,12/20,47.58
2012,41.65,3/02,26.00,7/24,34.14
2013,68.60,7/02,35.85,1/17,50.37
2014,60.10,4/08,28.75,11/20,45.44
2015,39.75,3/06,18.10,8/25,30.62
2016,39.15,10/04,24.65,5/05,30.52
2017,45.30,2/22,27.45,11/20,36.24
