智邦,	2345
Year,最高價,日期,最低價,日期,收盤平均價
2000,134.00,3/27,30.80,12/30,73.57
2001,93.00,12/31,28.70,1/02,49.51
2002,110.50,3/07,34.50,12/31,66.28
2003,42.90,1/14,20.50,11/03,28.12
2004,31.20,3/10,11.95,11/02,20.09
2005,20.10,12/27,9.77,10/28,15.04
2006,23.25,5/09,14.50,6/21,18.15
2007,25.15,1/19,14.70,8/22,19.03
2008,17.60,1/15,4.94,10/29,10.48
2009,16.05,12/31,6.71,1/21,10.77
2010,23.85,10/22,12.10,2/06,17.24
2011,21.60,1/11,12.05,8/09,16.85
2012,19.30,2/20,13.25,10/29,16.29
2013,19.20,7/02,14.80,11/18,16.67
2014,20.80,4/22,14.00,12/01,17.18
2015,33.55,12/23,12.40,8/24,17.45
2016,57.90,7/27,28.30,5/04,42.40
2017,113.00,11/27,50.60,1/03,78.58
2018,123.50,1/05,67.90,4/30,95.65
