泰偉,	3064
Year,最高價,日期,最低價,日期,收盤平均價
2004,58.50,12/31,16.20,09/17,26.59
2005,159.00,06/17,56.50,11/17,109.78
2006,77.40,10/20,40.10,03/22,56.87
2007,369.00,07/27,77.50,01/02,179.88
2008,195.00,04/15,30.80,12/05,92.88
2009,86.90,09/22,39.30,01/21,64.17
2010,86.70,01/19,41.15,05/26,63.21
2011,77.50,04/15,33.60,12/20,61.90
2012,59.90,03/06,29.00,11/01,46.82
2013,50.20,10/08,32.65,01/08,41.42
2014,48.40,02/13,27.85,10/27,42.39
2015,35.00,06/22,12.50,08/26,26.98
2016,63.30,03/18,16.50,01/11,42.12
2017,31.25,04/12,9.00,11/22,21.53
