撼訊,	6150
Year,最高價,日期,最低價,日期,收盤平均價
2002,58.50,03/27,8.50,12/20,24.68
2003,43.40,08/18,8.75,01/02,29.93
2004,53.50,02/27,13.50,12/28,31.33
2005,25.20,07/20,13.90,01/10,17.52
2006,20.50,12/26,6.55,09/14,12.32
2007,41.00,07/10,17.10,12/18,28.53
2008,25.70,05/22,7.26,11/20,16.16
2009,51.80,12/31,8.10,01/20,26.64
2010,77.30,01/19,35.20,10/18,57.79
2011,45.00,01/06,11.30,12/20,29.30
2012,24.50,02/23,11.00,11/06,18.11
2013,18.05,06/04,9.60,11/20,14.46
2014,19.20,05/07,10.00,10/28,14.68
2015,11.95,01/09,4.05,08/24,8.12
2016,20.85,11/03,5.72,05/10,11.43
2017,89.50,12/01,15.80,04/26,55.41
