上揚,	6222
Year,最高價,日期,最低價,日期,收盤平均價
2003,37.50,01/13,14.75,11/10,23.00
2004,24.10,05/28,11.90,11/01,17.12
2005,14.50,03/31,9.16,12/20,11.63
2006,14.50,03/17,9.62,01/02,12.04
2007,25.50,07/26,8.32,12/21,13.89
2008,11.85,04/29,2.73,11/24,6.88
2009,7.95,10/16,2.82,09/08,4.54
2010,16.80,05/04,6.32,01/05,13.05
2011,11.70,01/03,8.90,11/23,10.24
2012,12.85,09/04,9.01,04/24,10.53
2013,9.75,01/03,6.90,12/03,8.70
2014,12.30,02/20,7.95,01/14,10.14
2015,18.95,04/08,6.14,08/25,13.71
2016,13.30,03/21,3.16,06/17,8.40
2017,11.15,10/23,3.41,08/14,5.85
