漢唐,	2404
Year,最高價,日期,最低價,日期,收盤平均價
2000,80.50,4/10,19.80,12/28,46.40
2001,39.10,3/19,15.90,9/21,25.38
2002,45.00,4/09,25.10,10/08,32.24
2003,47.70,12/12,24.10,4/28,33.42
2004,53.50,4/19,27.60,11/02,38.57
2005,38.70,7/26,22.05,10/27,30.73
2006,28.45,1/06,20.20,9/15,23.77
2007,34.50,6/26,23.50,3/05,28.44
2008,30.25,4/23,10.30,12/24,22.45
2009,29.30,12/15,10.50,2/02,16.15
2010,52.10,9/07,25.30,1/07,35.92
2011,46.20,1/24,23.50,12/20,35.98
2012,35.00,3/27,22.90,11/22,26.91
2013,38.00,12/16,24.10,2/06,29.85
2014,41.95,2/26,27.25,10/16,32.99
2015,46.80,12/08,27.40,8/24,34.79
2016,53.90,3/14,38.55,1/07,47.96
2017,72.70,7/03,49.30,1/03,59.42
2018,99.60,12/22,53.70,10/11,62.41
