錸德,	2349
Year,最高價,日期,最低價,日期,收盤平均價
2000,330.00,4/11,47.60,12/30,154.46
2001,89.50,2/14,24.00,10/04,55.90
2002,43.20,1/10,13.00,10/08,26.61
2003,28.40,7/02,13.80,5/05,20.31
2004,25.90,2/23,10.75,11/02,16.68
2005,14.20,6/13,8.75,4/21,11.10
2006,11.85,1/20,6.75,8/30,8.95
2007,12.40,7/26,6.51,12/18,8.90
2008,8.95,3/10,3.45,11/20,6.24
2009,10.10,7/31,4.26,1/13,7.41
2010,9.92,8/19,7.30,2/06,8.47
2011,9.47,1/06,3.90,12/19,7.00
2012,6.11,2/14,2.62,10/29,4.17
2013,6.70,6/03,3.40,2/06,4.72
2014,5.80,1/14,3.03,12/01,4.36
2015,4.13,1/08,2.50,8/25,3.15
2016,6.60,9/30,2.20,5/06,3.63
2017,6.63,2/23,4.48,12/11,5.24
2018,19.65,6/05,4.60,1/16,10.07
