威盛,	2388
Year,最高價,日期,最低價,日期,收盤平均價
2000,629.00,4/12,165.00,12/28,400.73
2001,365.00,3/27,70.00,10/08,215.49
2002,156.00,2/06,35.50,12/20,83.96
2003,61.50,8/04,32.30,4/04,45.21
2004,49.60,1/09,16.30,12/23,29.43
2005,27.80,8/04,14.70,1/27,19.43
2006,40.55,12/29,17.90,2/14,26.00
2007,41.40,1/02,15.60,11/12,28.99
2008,24.00,6/18,4.89,11/26,15.79
2009,32.30,9/22,8.01,1/06,15.99
2010,32.80,12/29,15.85,2/06,23.37
2011,38.15,7/07,14.80,12/20,28.19
2012,25.60,12/06,7.77,8/07,16.32
2013,31.50,11/26,17.00,8/08,22.14
2014,29.50,1/10,9.25,12/03,21.29
2015,12.35,1/12,4.30,7/28,7.87
2016,16.25,4/19,8.42,1/08,11.15
2017,13.45,9/22,9.76,8/18,10.65
