優群,	3217
Year,最高價,日期,最低價,日期,收盤平均價
2004,31.60,06/03,19.60,07/19,23.24
2005,32.10,03/10,16.25,11/01,22.24
2006,25.00,12/08,10.00,08/28,14.86
2007,41.50,07/25,17.25,01/05,28.42
2008,25.80,01/11,9.30,10/27,16.58
2009,29.70,12/16,10.05,02/24,23.52
2010,30.80,04/29,19.90,11/09,26.92
2011,22.95,01/11,9.74,12/19,17.07
2012,13.90,03/03,9.56,07/26,11.57
2013,14.50,03/06,11.00,01/03,12.89
2014,19.65,12/25,13.00,01/02,16.12
2015,19.25,01/08,10.10,08/25,16.14
2016,23.00,12/06,12.05,01/20,18.46
2017,35.70,10/27,21.20,01/03,29.18
