永豐餘,	1907
Year,最高價,日期,最低價,日期,收盤平均價
2000,24.30,2/22,8.40,12/30,14.49
2001,12.00,3/29,6.60,10/08,8.71
2002,11.60,6/11,7.45,10/03,9.04
2003,16.70,1/27,9.70,1/02,12.83
2004,21.30,4/22,13.80,8/09,17.12
2005,17.70,1/03,9.97,11/03,12.98
2006,15.40,5/09,10.55,1/24,12.53
2007,18.10,7/26,11.05,12/18,13.78
2008,16.65,5/22,6.01,10/28,11.18
2009,14.80,11/26,6.40,3/04,10.40
2010,16.45,10/15,10.80,5/25,13.22
2011,15.40,1/03,11.05,8/09,12.85
2012,14.65,12/24,11.60,7/16,12.62
2013,16.55,10/08,13.40,1/17,14.59
2014,15.30,1/02,11.90,10/17,13.76
2015,13.80,1/07,8.50,8/25,11.51
2016,11.00,3/08,8.86,9/14,9.72
2017,14.40,12/29,9.50,6/30,11.30
2018,14.70,2/26,10.95,10/26,12.41
