矽格,	6257
Year,最高價,日期,最低價,日期,收盤平均價
2003,63.00,9/19,33.10,8/25,49.64
2004,59.50,2/23,19.80,10/18,33.20
2005,24.50,12/23,13.65,10/20,18.95
2006,25.80,4/19,16.05,6/21,20.08
2007,30.90,7/25,14.40,12/18,22.30
2008,20.00,4/17,5.43,11/21,14.05
2009,20.85,12/25,6.35,2/02,13.54
2010,28.60,12/02,16.30,2/06,24.04
2011,30.30,1/19,16.80,8/23,23.92
2012,26.15,9/10,18.95,1/02,23.16
2013,34.35,4/23,23.50,6/25,27.93
2014,38.45,7/07,26.75,10/16,31.15
2015,32.45,3/04,17.90,8/25,25.71
2016,25.05,4/19,19.70,1/18,23.35
2017,35.20,12/25,23.30,1/04,27.27
