環泰,	4207
Year,最高價,日期,最低價,日期,收盤平均價
2000,27.20,05/03,10.60,10/13,16.75
2001,23.00,04/27,11.00,01/08,14.07
2002,16.30,03/28,10.10,10/08,12.93
2003,11.90,01/16,10.05,05/05,10.79
2004,14.60,06/30,9.80,10/27,11.79
2005,10.50,01/07,7.40,12/20,8.84
2006,10.40,05/10,7.55,01/16,8.89
2007,14.30,07/17,8.48,12/18,11.50
2008,11.90,05/21,5.75,11/20,8.64
2009,11.70,12/30,5.90,02/02,9.95
2010,17.80,11/11,10.05,05/07,13.25
2011,14.10,02/10,9.10,11/28,12.42
2012,14.20,08/15,8.83,01/11,12.81
2013,23.45,08/02,12.80,01/02,18.52
2014,18.80,01/20,11.20,10/16,14.83
2015,13.45,01/07,8.22,09/30,10.48
2016,13.40,09/22,8.65,01/08,11.35
2017,14.25,04/19,10.80,08/10,12.37
