旺宏,	2337
Year,最高價,日期,最低價,日期,收盤平均價
2000,105.00,6/05,34.60,10/19,69.18
2001,58.50,2/16,16.00,10/03,35.62
2002,32.90,4/04,9.15,10/14,19.34
2003,13.15,1/15,3.88,5/23,8.68
2004,16.80,4/14,6.50,11/02,9.70
2005,7.30,1/03,2.98,9/22,4.83
2006,15.05,11/28,3.59,3/27,8.58
2007,24.95,7/27,11.90,3/06,16.15
2008,17.45,5/21,7.00,11/21,12.41
2009,19.65,7/28,8.32,1/21,14.76
2010,23.10,4/06,16.00,2/06,19.59
2011,23.75,1/21,10.25,10/04,15.99
2012,13.70,2/04,7.03,8/03,9.54
2013,9.35,1/29,6.25,11/12,7.54
2014,8.74,7/15,6.10,12/01,7.01
2015,7.88,3/23,3.83,8/25,5.77
2016,4.84,1/04,2.11,6/15,3.89
2017,60.90,10/23,4.56,1/04,25.89
2018,55.50,4/02,15.15,10/29,36.07
