萬企,	2701
Year,最高價,日期,最低價,日期,收盤平均價
2000,23.60,2/21,9.40,11/21,14.77
2001,15.40,2/20,8.80,10/31,11.89
2002,15.50,4/30,9.05,10/08,11.58
2003,13.90,1/27,9.10,5/02,11.13
2004,18.60,2/11,9.70,8/18,11.64
2005,17.80,6/14,10.10,4/21,13.68
2006,22.50,5/15,12.60,3/28,16.95
2007,22.75,7/19,13.50,12/21,17.78
2008,21.70,4/14,8.40,10/28,14.86
2009,15.20,7/10,9.40,2/02,13.08
2010,19.40,8/25,13.00,5/26,16.58
2011,18.20,7/01,12.10,12/19,15.24
2012,15.90,9/24,12.45,6/04,13.87
2013,15.20,11/01,13.70,6/21,14.38
2014,16.50,7/15,14.45,10/27,15.08
2015,16.40,5/11,12.40,8/24,14.85
2016,15.00,2/03,13.25,12/27,14.08
2017,14.30,3/06,13.05,12/18,13.69
2018,13.80,1/18,12.20,10/30,12.95
2019,13.70,6/11,12.60,5/17,13.06
