佳必琪,	6197
Year,最高價,日期,最低價,日期,收盤平均價
2004,49.50,11/18,42.70,11/08,46.49
2005,57.50,7/15,24.30,10/31,41.68
2006,72.50,12/29,31.50,2/27,44.12
2007,223.00,7/26,64.30,12/18,124.89
2008,93.90,7/23,22.55,11/21,62.07
2009,98.70,11/24,36.55,1/16,53.28
2010,175.00,1/19,59.80,11/05,110.76
2011,70.00,1/03,20.10,11/24,47.53
2012,39.00,2/16,21.90,11/06,27.75
2013,29.30,5/22,23.45,6/25,25.78
2014,43.35,7/10,24.80,10/27,31.30
2015,44.60,3/30,26.00,8/25,34.54
2016,30.95,3/22,24.85,1/18,27.31
2017,41.90,3/24,26.40,8/11,31.26
2018,33.95,1/04,24.05,10/11,27.83
2019,36.15,12/05,26.20,1/23,30.03
