三福化,	4755
Year,最高價,日期,最低價,日期,收盤平均價
2013,34.00,11/27,29.90,11/28,31.19
2014,35.65,3/13,24.15,10/28,28.65
2015,28.75,4/29,18.60,8/24,24.39
2016,34.70,10/05,21.30,1/12,27.21
2017,66.70,11/21,29.00,1/13,38.12
