正崴,	2392
Year,最高價,日期,最低價,日期,收盤平均價
2000,163.00,2/17,64.00,10/19,104.20
2001,123.00,12/28,44.00,9/24,77.53
2002,172.00,1/22,61.00,12/31,102.41
2003,81.00,7/15,51.50,3/11,66.49
2004,72.00,4/26,40.60,7/22,60.17
2005,115.00,7/14,62.00,1/05,89.43
2006,155.00,6/01,101.00,3/08,119.26
2007,145.00,1/18,59.30,12/21,98.45
2008,73.60,1/02,27.60,11/19,57.93
2009,75.80,12/31,31.50,1/21,55.06
2010,75.50,1/04,46.60,5/27,59.86
2011,91.00,7/29,52.00,12/19,66.76
2012,76.70,3/16,52.30,7/25,64.05
2013,64.70,7/25,54.00,3/05,58.95
2014,67.70,3/11,45.85,10/16,57.62
2015,62.50,4/09,40.80,8/25,51.65
2016,46.05,3/08,33.90,11/17,40.73
2017,54.60,12/19,36.10,1/23,42.70
