全友,	2305
Year,最高價,日期,最低價,日期,收盤平均價
2000,23.10,4/12,4.60,11/07,12.53
2001,14.40,4/25,3.61,9/24,7.89
2002,19.50,3/27,6.20,10/08,10.61
2003,17.10,1/02,6.90,5/02,10.42
2004,13.15,3/08,3.91,9/22,7.55
2005,6.60,9/06,3.85,1/28,5.08
2006,6.45,12/27,2.94,9/01,3.87
2007,8.50,7/20,4.29,12/21,5.65
2008,5.75,4/21,2.06,11/24,3.85
2009,5.43,12/14,2.18,1/15,3.83
2010,6.82,4/29,4.45,2/08,5.02
2011,5.39,1/07,3.36,12/20,4.53
2012,4.19,2/15,2.32,6/13,3.09
2013,4.19,5/29,2.80,1/21,3.31
2014,11.45,12/29,3.42,1/02,5.76
2015,11.35,1/15,4.57,8/25,7.65
2016,11.15,7/27,4.56,1/18,7.90
2017,10.80,12/21,6.15,8/14,7.70
2018,12.05,1/30,5.67,10/29,8.41
