倍微,	6270
Year,最高價,日期,最低價,日期,收盤平均價
2003,53.50,09/17,43.00,09/30,47.78
2004,89.50,04/16,46.30,12/28,58.44
2005,51.10,07/19,32.70,11/01,42.97
2006,45.95,01/10,29.00,09/15,34.67
2007,50.20,07/31,30.15,12/18,37.95
2008,34.40,05/19,10.35,11/20,24.33
2009,31.00,12/31,11.10,02/02,22.31
2010,36.40,01/25,23.20,11/11,29.98
2011,25.30,03/07,12.55,12/19,20.38
2012,19.15,03/27,10.50,10/29,15.75
2013,14.35,12/31,11.60,11/08,12.58
2014,18.05,07/18,12.45,10/16,15.12
2015,15.20,03/04,9.01,08/25,13.84
2016,12.40,04/18,9.22,01/18,10.82
2017,14.85,09/25,10.15,08/14,12.77
