聯茂,	6213
Year,最高價,日期,最低價,日期,收盤平均價
2008,39.70,5/07,10.70,11/21,26.56
2009,32.30,12/31,11.30,1/21,21.54
2010,52.60,7/23,29.20,2/06,41.75
2011,50.80,2/09,24.75,12/20,38.90
2012,37.90,3/12,26.60,1/02,31.47
2013,35.85,2/05,29.30,8/22,32.12
2014,36.30,4/24,21.45,10/17,29.76
2015,27.20,1/26,16.05,8/25,22.44
2016,36.25,8/30,21.20,1/14,30.58
2017,75.50,10/16,33.30,1/03,50.55
2018,79.00,3/01,36.05,10/30,62.59
