森鉅,	8942
Year,最高價,日期,最低價,日期,收盤平均價
2003,55.50,12/31,18.80,06/09,31.41
2004,68.00,02/13,30.70,08/10,46.81
2005,43.95,12/23,31.60,07/14,37.20
2006,57.40,05/11,31.70,08/29,40.23
2007,61.80,04/18,34.10,12/21,49.62
2008,42.40,03/26,9.78,11/21,26.04
2009,24.50,12/31,10.05,01/21,17.11
2010,37.80,12/29,22.00,01/26,30.36
2011,66.30,07/06,33.00,09/28,52.21
2012,64.00,03/05,38.55,01/02,56.56
2013,62.90,12/31,48.00,09/09,55.69
2014,95.40,03/06,60.00,08/21,80.64
2015,112.00,03/26,68.20,08/24,92.92
2016,96.70,03/11,74.20,07/29,85.30
2017,80.40,01/06,58.00,11/15,70.24
