中興電,	1513
Year,最高價,日期,最低價,日期,收盤平均價
2000,21.00,2/17,8.10,11/21,14.02
2001,14.00,2/13,6.55,11/30,9.36
2002,12.25,12/13,8.00,2/26,9.85
2003,14.50,11/04,8.05,5/22,11.08
2004,17.60,3/08,10.40,8/18,13.45
2005,23.20,12/30,13.30,4/21,16.21
2006,25.90,4/18,17.80,9/14,20.58
2007,41.50,8/14,17.80,3/05,24.89
2008,32.45,5/22,10.00,10/28,20.49
2009,21.25,11/26,12.25,3/03,17.15
2010,21.45,1/05,15.80,2/06,18.00
2011,18.90,4/28,14.15,9/26,16.62
2012,17.50,3/29,14.70,1/13,16.26
2013,24.20,10/31,15.50,1/02,17.76
2014,23.15,3/11,18.70,10/28,20.75
2015,23.65,5/08,15.15,8/24,18.80
2016,20.05,12/28,16.30,1/18,18.14
2017,24.20,9/22,18.70,4/27,20.67
2018,24.70,4/09,18.95,12/25,20.87
2019,25.00,12/31,19.00,1/04,20.75
