富裔,	6264
Year,最高價,日期,最低價,日期,收盤平均價
2004,196.00,05/28,66.50,12/01,107.14
2005,69.50,01/04,30.00,10/28,46.42
2006,33.60,01/06,11.15,09/01,20.23
2007,20.65,07/09,8.20,12/21,15.27
2008,10.25,04/17,2.92,11/14,6.36
2009,14.00,12/14,2.61,01/21,8.87
2010,19.65,01/19,10.60,05/07,16.26
2011,30.30,03/01,10.05,12/22,21.91
2012,13.90,02/09,8.80,04/05,11.16
2013,20.35,06/04,11.15,03/20,14.93
2014,17.20,03/18,9.20,12/24,13.84
2015,10.40,02/25,4.62,08/24,7.70
2016,12.50,07/27,5.56,01/07,9.46
2017,8.33,04/07,5.80,12/18,7.17
